=== D_blk64 sweep : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      60.74             56.51             93.93          20
8                      60.48             56.66             63.62          20
16                     60.25             56.83             63.67          20
32                     60.49             57.25             64.35          20
64                     60.99             57.44             65.13          20
128                    65.06             60.79             70.75          20
256                   100.73             94.64            108.81          20
512                   100.75             95.12            108.30          20
1024                  102.93             96.27            111.35          20
2048                  111.60            103.58            119.55          20
4096                  116.17            111.15            140.74          20
8192                  160.22            154.42            166.42          20
16384                 193.57            186.78            207.04          20
32768                 354.95            323.21            375.67          20
65536                 550.84            506.38            584.73          20
131072                730.87            723.76            795.77          20
262144                579.99            572.72            594.17          20
524288                617.63            609.12            633.85          20
1048576               663.79            655.86            682.27          20
2097152               737.13            727.38            758.05          20
4194304               948.85            938.50           1170.66          20
8388608              2050.25           1994.54           2264.72          20
16777216             3547.30           3388.05           3679.54          20
33554432             4695.38           4606.58           4796.24          20
67108864             7521.60           7392.54           7725.95          20
134217728           15983.88          15821.64          16320.06          20
268435456           38742.31          38605.65          38930.71          20
536870912           50523.73          50480.08          50679.56          20
1073741824          91467.87          91423.49          91547.00          20
2147483648         183061.23         183024.38         183172.35          20
4294967296         493515.34         493414.84         494053.48          20
