=== D_blk128 sweep : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      39.63             36.87             43.55          10
8                      38.91             35.27             41.14          10
16                     38.70             35.00             40.67          10
32                     39.02             36.14             41.39          10
64                     39.47             36.55             42.41          10
128                    41.63             37.82             46.84          10
256                    72.29             67.26             79.12          10
512                    74.30             71.53             78.15          10
1024                   71.41             67.32             78.23          10
2048                   79.87             71.07             86.17          10
4096                  104.12            100.43            109.66          10
8192                  146.35            141.69            151.73          10
16384                 146.07            141.39            151.07          10
32768                 163.32            157.79            168.24          10
65536                 190.24            184.50            196.93          10
131072                368.34            362.18            374.70          10
262144                379.95            372.41            389.54          10
524288                418.84            411.27            429.57          10
1048576               462.23            453.07            473.76          10
2097152               532.41            525.41            539.78          10
4194304               677.42            668.40            685.92          10
8388608               972.80            962.81            986.59          10
16777216             1586.81           1565.48           1616.73          10
33554432             2808.83           2774.82           2843.51          10
67108864             5279.11           5242.14           5324.83          10
134217728           10364.49          10305.11          10462.33          10
268435456           20768.55          20694.81          20850.38          10
536870912           41619.04          41560.39          41729.06          10
1073741824          83481.59          83415.18          83561.17          10
2147483648         166916.64         166855.67         167009.97          10
4294967296         345870.48         345712.92         346160.12          10
