=== D_blk64 sweep : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       3.28              3.16              3.41          20
8                       3.54              3.49              3.62          20
16                      2.83              2.78              2.88          20
32                      2.47              2.43              2.50          20
64                      3.06              3.01              3.11          20
128                     2.88              2.82              2.90          20
256                    13.88             12.83             15.12          20
512                    12.56             12.04             13.11          20
1024                   13.38             11.59             16.71          20
2048                   17.30             13.95             20.06          20
4096                   23.09             22.65             23.61          20
8192                   43.98             43.14             44.95          20
16384                  48.82             47.98             50.01          20
32768                  57.62             56.98             58.36          20
65536                  78.00             76.99             79.40          20
131072                115.41            114.01            116.65          20
262144                121.87            120.43            123.29          20
524288                136.92            136.17            137.90          20
1048576               159.71            159.38            160.03          20
2097152               209.31            208.75            209.90          20
4194304               312.34            311.84            312.97          20
8388608               515.10            514.52            515.69          20
16777216              931.77            931.19            932.60          20
33554432             1758.78           1757.93           1759.47          20
67108864             3408.19           3407.02           3409.06          20
134217728            6815.38           6814.43           6816.08          20
268435456           13629.99          13629.30          13630.43          20
536870912           27280.53          27279.54          27281.23          20
1073741824          54568.49          54567.78          54568.94          20
2147483648         109114.99         109114.10         109115.56          20
4294967296         218401.71         218400.91         218402.25          20
