=== D_blk64 sweep : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      52.45             46.47             84.20          20
8                      52.49             46.94             58.09          20
16                     52.39             44.97             58.85          20
32                     52.35             47.55             57.29          20
64                     53.36             48.75             58.76          20
128                    82.87             57.30             87.15          20
256                    89.12             84.33             95.60          20
512                    88.44             83.88             94.37          20
1024                   90.39             85.32             98.31          20
2048                   98.27             89.98            105.62          20
4096                   98.80             94.71            105.20          20
8192                  145.27            140.48            151.62          20
16384                 166.95            158.72            174.30          20
32768                 197.25            192.12            209.32          20
65536                 227.26            219.86            237.96          20
131072                451.43            444.79            460.52          20
262144                466.37            459.21            479.75          20
524288                671.58            665.22            687.05          20
1048576               621.72            614.50            636.64          20
2097152               625.68            616.05            642.46          20
4194304               766.50            756.24            783.79          20
8388608              1060.74           1048.00           1082.66          20
16777216             1677.46           1657.60           1710.10          20
33554432             2913.29           2881.06           2958.17          20
67108864             5475.44           5429.41           5575.34          20
134217728           12629.24          12587.09          12737.69          20
268435456           29912.80          29815.39          30121.18          20
536870912           64087.39          64021.28          64235.62          20
1073741824          87862.17          87807.63          87936.99          20
2147483648         177913.14         177864.98         177986.15          20
4294967296         456129.08         456076.98         456589.14          20
