=== D_kernel0 sweep : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       3.05              2.92              3.18          20
8                       2.45              2.41              2.50          20
16                      2.70              2.66              2.74          20
32                      2.52              2.50              2.56          20
64                      2.59              2.57              2.65          20
128                     2.76              2.73              2.78          20
256                    13.58             12.70             14.75          20
512                    12.16             11.49             12.79          20
1024                   13.01             11.23             16.34          20
2048                   15.82             12.49             18.15          20
4096                   22.02             21.61             22.63          20
8192                   44.21             43.55             44.91          20
16384                  48.81             48.04             49.66          20
32768                  57.95             57.47             58.49          20
65536                  77.85             77.30             78.43          20
131072                116.79            114.84            118.54          20
262144                192.15            190.69            193.97          20
524288                336.00            323.40            343.51          20
1048576               662.96            659.12            667.10          20
2097152              1303.19           1296.56           1308.40          20
4194304              2546.40           2540.07           2554.93          20
8388608              5041.73           5036.90           5049.61          20
16777216            10016.01          10003.19          10028.71          20
33554432            19907.70          19896.81          19917.14          20
67108864            39746.93          39738.92          39754.70          20
134217728           79427.78          79415.04          79438.91          20
268435456          158743.82         158729.32         158756.29          20
536870912          317219.98         317206.54         317233.11          20
1073741824         634518.07         634509.06         634528.02          20
2147483648        1273098.34        1273093.36        1273103.05          20
4294967296        2546270.90        2546256.38        2546284.43          20
