=== C_mpich_rccl : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     161.79            112.46            178.53          50
8                     153.19            103.46            169.18          50
16                    135.00             86.32            150.33          50
32                    132.25             82.83            147.94          50
64                    143.86             88.19            160.62          50
128                   219.19            128.57            246.67          50
256                   224.76            131.79            252.86          50
512                   233.12            137.26            272.15          50
1024                  244.22            143.08            274.71          50
2048                  271.20            159.17            303.53          50
4096                  276.98            166.59            307.06          50
8192                  274.50            166.31            305.84          50
16384                 282.12            170.16            312.48          50
32768                 292.00            275.67            312.26          50
65536                 346.21            328.59            366.03          50
131072                449.12            432.46            468.61          50
262144                661.51            641.61            682.06          50
524288                717.44            697.04            738.66          50
1048576               853.20            820.40            878.59          50
2097152              1179.57           1138.58           1205.46          50
4194304              2112.26           2011.88           2161.64          50
8388608              2880.01           2754.58           2966.92          50
16777216             4799.14           4572.31           4919.03          50
33554432             5995.57           5788.85           6113.62          50
67108864             8726.23           8446.81           8868.37          50
134217728           11064.17          10332.03          11388.00          50
268435456           16983.61          16083.08          17424.81          50
536870912           24089.69          23101.75          24548.87          50
1073741824          37793.33          36420.03          38852.18          50
