=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  406.99            398.05            415.18          30
2048                  409.10            401.70            417.69          30
4096                  419.17            408.83            427.04          30
8192                  418.55            410.74            429.53          30
16384                 423.41            416.31            429.86          30
32768                 430.52            421.42            436.67          30
65536                 438.88            427.88            446.79          30
131072                125.48            118.31            131.95          30
262144                165.00            156.43            171.50          30
524288                205.73            197.18            211.81          30
1048576               291.29            284.18            297.02          30
2097152               240.70            229.05            252.00          30
4194304               319.02            307.50            331.94          30
8388608               484.60            471.52            500.43          30
16777216              642.05            614.05            664.56          30
33554432             1036.30           1005.16           1062.12          30
67108864             1808.01           1775.14           1836.48          30
134217728            3299.58           3257.80           3335.87          30
268435456            5639.03           5586.56           5689.70          30
