=== D_blk64 sweep : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       8.43              8.30              8.65          20
8                       8.23              7.73              8.77          20
16                      8.03              7.84              8.17          20
32                      7.96              7.57              8.35          20
64                      8.19              8.02              8.32          20
128                     8.92              8.61              9.23          20
256                    22.02             20.79             23.61          20
512                    19.88             19.14             20.70          20
1024                   20.55             18.42             23.98          20
2048                   26.34             22.71             29.13          20
4096                   39.29             38.75             40.04          20
8192                   62.19             61.23             63.80          20
16384                  67.04             65.15             69.50          20
32768                  76.15             74.80             77.42          20
65536                  97.45             95.82             98.81          20
131072                157.58            157.04            158.18          20
262144                169.11            168.57            170.11          20
524288                195.15            194.58            195.70          20
1048576               218.08            217.54            218.60          20
2097152               273.93            273.04            274.95          20
4194304               388.07            387.69            388.66          20
8388608               619.02            618.14            620.07          20
16777216             1116.46           1115.47           1117.34          20
33554432             2113.18           2110.84           2115.36          20
67108864             4095.21           4092.67           4097.43          20
134217728            8185.09           8182.30           8187.96          20
268435456           16387.62          16384.49          16390.76          20
536870912           32777.14          32774.79          32779.18          20
1073741824          65532.96          65530.31          65535.19          20
2147483648         131178.79         131176.23         131181.22          20
4294967296         262400.00         262397.68         262402.87          20
