=== D_cray_gpuaware : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       6.15              5.98              6.30          50
8                       6.10              5.73              6.48          50
16                      6.03              5.74              6.36          50
32                      6.06              5.73              6.38          50
64                      6.08              6.04              6.15          50
128                     7.03              6.94              7.14          50
256                    16.17             15.24             17.15          50
512                    14.73             13.87             15.64          50
1024                   16.13             14.55             18.40          50
2048                   18.77             17.50             19.68          50
4096                   30.11             29.36             31.10          50
8192                   52.45             51.54             53.39          50
16384                  57.91             57.28             58.75          50
32768                  68.08             67.03             68.74          50
65536                  89.36             88.31             90.53          50
131072                141.96            141.19            143.18          50
262144                152.03            151.24            153.11          50
524288                176.38            175.42            177.59          50
1048576               203.27            202.32            204.36          50
2097152               257.74            256.77            258.60          50
4194304               367.62            366.93            368.31          50
8388608               597.73            596.82            598.32          50
16777216             1196.59           1195.72           1197.27          50
33554432             2391.86           2391.25           2392.37          50
67108864             4785.75           4785.15           4786.21          50
134217728            9637.62           9637.12           9637.94          50
268435456           19289.34          19288.69          19289.72          50
536870912           38510.51          38509.58          38511.18          50
1073741824          77076.02          77075.54          77076.31          50
