=== C_mpich_rccl : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      70.85             55.65             82.83          50
8                      62.36             47.75             73.93          50
16                     50.18             36.13             61.28          50
32                     50.06             36.08             61.06          50
64                     52.27             37.11             64.71          50
128                    68.86             47.23             84.91          50
256                    70.50             48.51             86.81          50
512                    72.92             50.12             90.11          50
1024                   75.93             52.14             93.88          50
2048                   81.92             57.05            100.69          50
4096                   88.39             63.14            106.56          50
8192                   88.01             64.24            105.46          50
16384                  87.76             63.68            103.95          50
32768                 102.40             98.29            106.72          50
65536                 114.44            110.39            117.89          50
131072                136.73            132.17            140.95          50
262144                182.05            177.54            186.87          50
524288                220.54            215.75            224.34          50
1048576               302.12            294.58            306.28          50
2097152               258.89            248.69            269.18          50
4194304               333.84            321.01            347.14          50
8388608               500.86            485.16            515.61          50
16777216              664.21            646.80            681.46          50
33554432             1158.85           1137.35           1182.39          50
67108864             2146.50           2123.22           2171.45          50
134217728            3623.58           3547.43           3668.05          50
268435456            6165.11           6026.05           6302.26          50
536870912           12619.76          12306.36          12904.52          50
1073741824          25433.70          24812.37          26147.29          50
