=== D_kernel0 sweep : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      43.32             40.40             73.78          20
8                      42.81             40.13             45.87          20
16                     42.70             40.31             45.40          20
32                     43.30             40.33             45.87          20
64                     43.95             40.77             46.79          20
128                    46.71             42.31             50.28          20
256                    75.84             72.04             81.05          20
512                    75.31             71.90             79.06          20
1024                   77.08             72.42             83.22          20
2048                   83.30             76.32             88.50          20
4096                   83.83             79.49             87.44          20
8192                  152.20            146.11            158.43          20
16384                 153.84            148.22            161.73          20
32768                 168.74            162.85            175.43          20
65536                 211.61            204.89            218.82          20
131072                244.88            237.77            254.10          20
262144                391.74            374.14            405.70          20
524288                643.50            606.93            667.24          20
1048576               898.81            839.67            924.35          20
2097152              1881.35           1823.34           1907.98          20
4194304              3573.45           3517.34           3596.97          20
8388608              7691.29           7640.99           7716.43          20
16777216            47463.38          47404.82          47621.63          20
33554432            28681.09          28622.26          28707.14          20
67108864            56398.14          56351.19          56420.56          20
134217728          112818.16         112769.06         112842.85          20
268435456          225268.09         225212.18         225293.43          20
536870912          450470.09         450418.02         450494.40          20
1073741824         900221.44         900172.48         900244.32          20
2147483648        1828480.62        1828428.96        1828504.54          20
4294967296        3692075.67        3692027.56        3692098.10          20
