=== A_mpich_host : N=8 ranks=64 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      30.57             26.49             34.12          50
8                      30.12             26.29             33.69          50
16                     30.37             26.46             33.98          50
32                     30.23             26.77             33.78          50
64                     30.82             27.17             34.44          50
128                    32.21             27.77             36.74          50
256                    53.60             50.70             56.77          50
512                    53.51             50.63             56.74          50
1024                   53.77             50.88             56.78          50
2048                   55.30             52.46             58.49          50
4096                   59.92             56.80             63.18          50
8192                   63.55             60.43             66.90          50
16384                  74.00             70.36             77.99          50
32768                  88.70             85.26             93.20          50
65536                 115.00            108.04            119.62          50
131072                154.65            143.89            164.27          50
262144                241.53            232.06            252.18          50
524288                430.45            401.53            461.56          50
1048576               818.15            740.79            884.70          50
2097152              1644.77           1433.75           1723.94          50
4194304              3298.96           2891.30           3517.41          50
8388608              6343.39           5893.41           6876.82          50
16777216            10876.05          10620.50          11041.02          50
33554432            33631.86          32845.34          34377.22          50
