=== D_cray_gpuaware : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.67             13.36             13.95          50
8                      13.26             12.90             13.57          50
16                     13.01             12.67             13.33          50
32                     13.03             12.82             13.36          50
64                     13.38             13.05             13.73          50
128                    14.32             13.94             14.88          50
256                    26.36             25.31             27.28          50
512                    24.67             23.64             25.68          50
1024                   25.96             24.42             28.65          50
2048                   29.92             28.52             31.10          50
4096                   45.84             44.99             46.95          50
8192                   72.30             71.35             73.28          50
16384                  78.70             77.62             80.34          50
32768                  88.60             87.62             90.55          50
65536                 111.53            110.08            113.10          50
131072                198.48            197.26            199.77          50
262144                213.71            212.08            215.80          50
524288                239.19            237.52            241.18          50
1048576               275.02            273.79            276.30          50
2097152               344.57            342.98            346.10          50
4194304               472.07            469.96            474.44          50
8388608               737.69            736.40            739.04          50
16777216             1477.86           1476.43           1479.08          50
33554432             2956.92           2955.90           2957.95          50
67108864             5961.73           5960.15           5963.45          50
134217728           11975.78          11972.99          11979.30          50
268435456           24670.96          24658.93          24701.44          50
536870912           51067.40          51063.87          51071.22          50
1073741824          98079.80          98007.80          98223.47          50
