=== D_blk128 sweep : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       6.89              6.59              7.19          10
8                       6.76              6.51              6.99          10
16                      7.31              6.82              7.81          10
32                      6.61              6.21              6.95          10
64                      6.78              6.25              7.40          10
128                     7.76              7.54              7.94          10
256                    20.85             18.10             23.65          10
512                    23.03             21.47             24.95          10
1024                   20.10             17.98             23.30          10
2048                   27.01             21.30             31.39          10
4096                   39.19             38.19             40.13          10
8192                   60.74             58.10             64.00          10
16384                  61.84             60.83             62.66          10
32768                  71.12             69.20             73.43          10
65536                  92.03             90.13             93.82          10
131072                163.47            161.48            165.41          10
262144                165.65            163.54            167.77          10
524288                185.77            183.25            188.45          10
1048576               208.20            207.33            208.88          10
2097152               263.12            261.69            264.60          10
4194304               373.46            372.76            373.89          10
8388608               601.81            600.70            602.88          10
16777216             1095.51           1093.52           1097.24          10
33554432             2074.06           2071.91           2075.33          10
67108864             4021.98           4021.16           4023.19          10
134217728            8137.90           8135.22           8142.11          10
268435456           16260.65          16253.87          16267.41          10
536870912           32545.00          32541.48          32548.82          10
1073741824          65096.99          65093.78          65099.73          10
2147483648         130234.16         130229.85         130236.54          10
4294967296         260530.14         260524.77         260534.71          10
