=== C_mpich_rccl : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      56.45             48.62             62.42          50
8                      50.63             42.96             56.64          50
16                     39.03             31.73             44.90          50
32                     39.06             31.54             45.14          50
64                     40.45             32.79             46.74          50
128                    43.72             34.77             51.38          50
256                    45.13             35.77             53.26          50
512                    46.50             36.58             55.34          50
1024                   48.34             38.28             57.52          50
2048                   51.19             40.94             60.54          50
4096                   56.77             49.02             64.23          50
8192                   57.09             49.85             64.91          50
16384                  55.56             48.91             62.34          50
32768                  62.46             59.67             64.77          50
65536                  68.57             66.38             70.71          50
131072                 80.89             78.62             83.08          50
262144                105.20            102.77            107.08          50
524288                147.85            144.36            152.72          50
1048576               165.20            162.48            169.05          50
2097152               193.06            189.37            196.92          50
4194304               249.85            246.96            254.74          50
8388608               358.79            353.79            365.66          50
16777216              536.08            531.90            542.63          50
33554432              884.61            879.43            891.78          50
67108864             1522.92           1512.58           1539.28          50
134217728            2764.13           2745.44           2779.65          50
268435456            5176.75           5138.99           5208.31          50
536870912           10008.21           9929.91          10073.04          50
1073741824          19168.86          19076.04          19267.82          50
