=== A_mpich_host : N=1024 ranks=8192 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      77.73             71.33             85.86          50
8                      76.28             68.27             84.19          50
16                     76.50             68.70             84.38          50
32                     76.59             68.26             84.52          50
64                     77.20             69.38             85.50          50
128                    80.43             72.72             89.26          50
256                   105.69             94.12            119.87          50
512                   107.02             95.46            120.50          50
1024                  109.14             97.14            122.95          50
2048                  113.09            102.38            127.63          50
4096                  118.80            106.50            136.28          50
8192                  139.77            126.09            162.18          50
16384                 186.20            156.50            388.30          50
32768                 304.17            288.22            351.92          50
65536                 577.67            558.53            680.50          50
131072                949.66            914.36           1040.41          50
262144               1987.64           1948.65           2078.84          50
524288               2988.85           2917.84           3115.35          50
1048576              3661.33           3532.53           3837.44          50
2097152              5134.56           4850.50           5392.98          50
4194304              6989.08           6502.01           7321.07          50
8388608             10446.18           9882.79          10991.77          50
16777216            14654.46          14193.26          15297.30          50
33554432            46722.66          45649.93          48129.65          50
