=== A_mpich_host : N=512 ranks=4096 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      70.51             64.01             80.18          50
8                      70.46             64.30             79.26          50
16                     70.51             63.82             78.90          50
32                     70.52             64.02             79.15          50
64                     70.97             64.93             79.68          50
128                    74.01             67.31             84.78          50
256                    96.66             84.28            113.93          50
512                    97.62             85.47            114.43          50
1024                  100.37             88.86            115.71          50
2048                  103.68             90.66            120.96          50
4096                  108.64             97.51            126.52          50
8192                  129.97            116.17            152.40          50
16384                 175.13            159.77            190.65          50
32768                 199.32            183.06            220.26          50
65536                 233.19            215.34            256.92          50
131072                290.08            270.64            319.50          50
262144                526.86            498.58            603.44          50
524288               1553.52           1498.81           1696.12          50
1048576              3377.63           3233.97           3478.00          50
2097152              4054.72           3819.09           4294.50          50
4194304              6145.45           5718.11           6445.70          50
8388608              9971.67           9449.29          10479.65          50
16777216            14698.47          14337.04          15273.82          50
33554432            44506.00          43523.31          46093.01          50
