=== C_mpich_rccl : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     100.89             73.39            115.18          50
8                      86.45             60.85             99.35          50
16                     73.39             48.59             85.34          50
32                     73.78             48.83             86.02          50
64                     79.50             52.11             92.38          50
128                   115.26             72.61            132.90          50
256                   117.81             73.97            136.57          50
512                   121.39             76.24            140.71          50
1024                  127.15             79.68            147.15          50
2048                  137.46             85.98            159.16          50
4096                  142.42             93.37            161.85          50
8192                  140.83             92.67            160.16          50
16384                 144.97             95.77            163.65          50
32768                 161.39            156.14            168.20          50
65536                 186.40            179.92            192.90          50
131072                232.04            225.10            238.70          50
262144                317.91            311.66            324.59          50
524288                365.60            358.79            371.82          50
1048576               459.40            451.69            467.10          50
2097152               377.31            362.54            394.22          50
4194304               507.13            485.68            532.37          50
8388608               735.59            655.23            821.79          50
16777216              966.80            931.95            994.76          50
33554432             1718.50           1635.50           1875.37          50
67108864             2937.07           2809.24           3046.73          50
134217728            4217.82           4085.45           4517.79          50
268435456            7558.53           7278.87           8616.29          50
536870912           17056.96          16079.91          17386.78          50
1073741824          33407.28          32256.62          34158.32          50
