=== D_cray_gpuaware : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      24.02             22.43             25.08          50
8                      23.67             22.32             24.51          50
16                     23.42             22.26             24.17          50
32                     23.43             22.70             24.23          50
64                     23.91             23.17             24.52          50
128                    25.11             24.31             26.02          50
256                    43.54             41.97             44.86          50
512                    42.76             41.58             43.75          50
1024                   44.06             42.16             46.65          50
2048                   48.40             46.35             50.66          50
4096                   68.67             67.76             69.78          50
8192                  100.58             98.13            102.30          50
16384                 109.86            108.17            112.04          50
32768                 124.11            122.31            125.99          50
65536                 146.26            144.25            148.42          50
131072                253.84            251.40            256.23          50
262144                267.36            265.05            270.49          50
524288                302.27            300.33            305.58          50
1048576               345.15            343.59            347.52          50
2097152               421.29            419.20            424.17          50
4194304               559.24            557.14            560.88          50
8388608               834.62            828.46            850.00          50
16777216             1680.19           1673.16           1697.85          50
33554432             3375.23           3368.98           3395.60          50
67108864             6821.23           6814.77           6836.99          50
134217728           14013.83          14007.63          14027.03          50
268435456           29357.42          29347.56          29389.81          50
536870912           59404.98          59386.34          59563.41          50
1073741824         113504.20         113498.01         113516.57          50
