=== D_cray_gpuaware : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       2.72              2.61              2.84          50
8                       2.65              2.60              2.67          50
16                      2.50              2.47              2.53          50
32                      2.55              2.53              2.56          50
64                      2.55              2.52              2.60          50
128                     2.65              2.62              2.68          50
256                    12.36             11.89             12.84          50
512                    11.11             10.65             11.53          50
1024                   12.12             11.17             14.00          50
2048                   13.25             12.03             14.18          50
4096                   20.90             20.73             21.22          50
8192                   41.36             40.73             42.10          50
16384                  45.58             44.69             46.59          50
32768                  56.36             55.76             57.52          50
65536                  75.77             75.03             76.70          50
131072                113.72            113.24            114.16          50
262144                120.22            119.58            120.66          50
524288                136.02            135.76            136.39          50
1048576               158.09            157.42            158.67          50
2097152               208.11            207.43            208.78          50
4194304               311.14            310.46            311.72          50
8388608               513.47            512.98            514.02          50
16777216             1029.35           1028.62           1030.06          50
33554432             2059.80           2059.44           2060.17          50
67108864             4128.56           4128.21           4128.86          50
134217728            8281.49           8281.14           8281.84          50
268435456           16627.56          16627.14          16628.03          50
536870912           33221.12          33220.61          33221.61          50
1073741824          66504.32          66503.78          66504.67          50
