=== A_mpich_host : N=1 ranks=8 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      17.12             13.78             20.40          50
8                      16.88             13.69             20.09          50
16                     16.86             13.63             20.05          50
32                     27.61             25.04             30.19          50
64                     28.48             25.72             31.23          50
128                    28.76             26.03             31.44          50
256                    27.98             25.33             30.60          50
512                    28.58             25.96             31.19          50
1024                   29.30             26.57             32.04          50
2048                   29.26             26.60             31.87          50
4096                   30.41             27.70             33.13          50
8192                   32.50             29.71             35.28          50
16384                  40.24             37.46             42.95          50
32768                  50.21             47.72             52.69          50
65536                  67.70             65.06             70.81          50
131072                 96.09             93.15             99.00          50
262144                155.58            152.00            159.45          50
524288                276.12            272.49            279.67          50
1048576               533.72            522.39            549.77          50
2097152              1068.42           1048.71           1087.48          50
4194304              2083.08           1993.12           2198.23          50
8388608              4221.92           3735.33           4528.23          50
16777216             8123.05           7914.94           8528.24          50
33554432            29579.67          29322.16          29749.24          50
