=== D_cray_gpuaware : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       9.70              9.42              9.94          50
8                       9.91              9.40             10.39          50
16                      9.54              9.36              9.82          50
32                      9.54              9.42              9.77          50
64                      9.78              9.36             10.24          50
128                    10.99             10.65             11.38          50
256                    21.15             20.45             22.18          50
512                    19.88             18.96             20.87          50
1024                   21.40             19.98             23.69          50
2048                   24.54             23.00             25.61          50
4096                   38.14             37.18             39.43          50
8192                   64.22             63.21             65.62          50
16384                  68.64             67.58             69.92          50
32768                  78.95             77.62             80.18          50
65536                 102.32            101.02            103.87          50
131072                172.73            171.80            173.95          50
262144                184.96            183.25            186.40          50
524288                210.82            209.56            212.52          50
1048576               244.57            243.56            245.47          50
2097152               304.36            303.68            304.89          50
4194304               432.12            430.84            433.78          50
8388608               687.00            686.01            688.09          50
16777216             1370.19           1369.38           1370.97          50
33554432             2747.04           2745.99           2747.98          50
67108864             5509.94           5507.88           5512.95          50
134217728           11160.17          11159.08          11161.11          50
268435456           22249.38          22248.71          22250.65          50
536870912           45604.96          45604.60          45605.60          50
1073741824          91212.50          91211.62          91213.55          50
