=== C_mpich_rccl : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      67.78             56.68             76.19          50
8                      58.70             48.07             67.37          50
16                     46.40             36.42             54.44          50
32                     46.59             36.22             55.08          50
64                     49.32             38.34             57.90          50
128                    55.18             41.88             65.52          50
256                    57.14             43.41             68.11          50
512                    59.35             44.86             70.66          50
1024                   62.30             46.96             74.65          50
2048                   67.86             51.32             80.61          50
4096                   74.96             60.43             86.93          50
8192                   72.03             58.42             82.70          50
16384                  72.32             59.05             82.56          50
32768                  83.41             79.42             88.22          50
65536                  96.27             92.54            100.45          50
131072                120.64            116.02            125.72          50
262144                166.70            160.88            171.12          50
524288                207.80            202.46            211.67          50
1048576               294.11            289.22            299.17          50
2097152               244.94            233.93            255.83          50
4194304               333.12            309.23            354.51          50
8388608               525.17            470.56            558.53          50
16777216              669.13            632.84            704.80          50
33554432             1108.71           1016.36           1165.98          50
67108864             2260.45           2146.93           2323.36          50
134217728            3309.61           3278.97           3331.90          50
268435456            5641.44           5587.70           5687.21          50
536870912           11225.04          11115.68          11329.42          50
1073741824          22389.07          22173.83          22608.46          50
