=== A_mpich_host : N=2048 ranks=16384 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      85.19             78.76             92.90          50
8                      81.73             75.38             91.76          50
16                     83.19             75.43             92.96          50
32                     81.38             74.09             92.78          50
64                     81.59             74.54             92.11          50
128                    85.35             77.20             98.06          50
256                   114.14            102.23            131.33          50
512                   115.25            102.63            132.09          50
1024                  128.34            112.51            156.21          50
2048                  121.25            108.66            139.31          50
4096                  152.24            118.80            170.98          50
8192                  149.83            135.22            174.27          50
16384                 249.83            167.48            628.54          50
32768                 353.10            281.80            554.43          50
65536                1251.33           1235.84           1365.91          50
131072               2055.33           2032.83           2148.51          50
262144               2969.45           2923.80           3067.40          50
524288               4139.98           4045.95           4288.28          50
1048576              5130.11           4946.15           5364.15          50
2097152              6619.28           6313.84           6932.14          50
4194304              8364.25           7841.76           8696.80          50
8388608             11107.38          10536.99          11776.40          50
16777216            14237.49          13783.71          14930.67          50
33554432            47739.56          46495.39          49249.81          50
