=== C_mpich_rccl : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      56.40             48.63             62.45          50
8                      51.11             43.47             57.02          50
16                     39.12             31.86             44.99          50
32                     39.08             31.71             44.99          50
64                     40.49             32.74             46.86          50
128                    43.85             35.10             51.14          50
256                    45.28             36.23             52.96          50
512                    46.67             37.24             55.00          50
1024                   48.83             39.16             57.47          50
2048                   52.10             41.69             61.51          50
4096                   55.69             48.23             62.80          50
8192                   58.99             51.28             66.81          50
16384                  55.59             48.92             62.20          50
32768                  62.48             60.37             64.57          50
65536                  68.33             66.38             70.43          50
131072                 80.80             78.39             83.01          50
262144                104.92            102.52            106.87          50
524288                147.68            144.61            152.47          50
1048576               164.80            161.75            168.22          50
2097152               192.94            189.90            196.53          50
4194304               249.36            245.46            253.62          50
8388608               358.47            353.71            366.27          50
16777216              534.60            529.87            542.28          50
33554432              881.60            874.06            891.50          50
67108864             1516.79           1501.97           1532.08          50
134217728            2753.81           2732.83           2775.83          50
268435456            5156.07           5105.00           5196.08          50
536870912            9956.34           9870.27          10028.68          50
1073741824          19079.37          18978.78          19155.22          50
