=== A_mpich_host : N=2 ranks=16 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      21.37             18.20             24.53          50
8                      22.29             17.97             26.63          50
16                     22.35             18.08             26.52          50
32                     21.73             18.07             25.81          50
64                     37.31             33.94             41.00          50
128                    38.42             35.15             41.88          50
256                    38.27             34.91             41.83          50
512                    38.57             35.26             42.18          50
1024                   38.80             35.48             42.40          50
2048                   40.32             36.81             44.14          50
4096                   43.53             40.08             47.38          50
8192                   45.72             42.19             49.67          50
16384                  54.60             50.95             58.60          50
32768                  69.31             66.49             73.14          50
65536                  92.35             86.34             96.87          50
131072                131.54            125.12            136.79          50
262144                219.39            207.12            228.27          50
524288                410.51            398.22            421.13          50
1048576               789.59            740.60            825.41          50
2097152              1511.02           1361.09           1621.76          50
4194304              3091.78           2752.09           3320.74          50
8388608              5702.56           5417.74           6039.55          50
16777216            10356.91          10038.67          10510.28          50
33554432            32576.86          32099.29          33528.42          50
