=== D_blk128 sweep : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      24.16             22.89             25.25          10
8                      24.08             23.32             25.18          10
16                     23.94             20.97             26.28          10
32                     24.43             22.44             26.11          10
64                     24.29             22.61             25.64          10
128                    25.45             23.91             26.57          10
256                    47.83             44.42             51.90          10
512                    51.04             48.54             54.66          10
1024                   47.10             44.27             52.73          10
2048                   54.84             48.74             60.01          10
4096                   75.18             72.79             77.82          10
8192                  112.54            108.77            116.03          10
16384                 114.19            111.65            118.25          10
32768                 127.98            125.61            130.90          10
65536                 148.81            145.43            152.73          10
131072                275.31            271.34            278.36          10
262144                290.59            285.46            298.37          10
524288                317.49            312.97            321.17          10
1048576               363.05            360.32            368.18          10
2097152               434.92            431.82            438.14          10
4194304               568.90            565.18            574.91          10
8388608               838.77            832.15            852.03          10
16777216             1427.60           1417.77           1453.40          10
33554432             2590.27           2569.56           2638.99          10
67108864             4931.38           4905.49           4993.27          10
134217728            9978.17           9945.77          10022.21          10
268435456           19985.30          19954.60          20040.17          10
536870912           40081.75          40050.45          40162.30          10
1073741824          80137.53          80092.19          80199.57          10
2147483648         160795.62         160765.68         160876.07          10
4294967296         321238.61         321206.17         321301.78          10
