=== C_mpich_rccl : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     120.18             85.88            134.10          50
8                     111.20             77.45            124.78          50
16                     99.25             65.79            112.57          50
32                     98.83             65.49            112.01          50
64                    107.95             70.87            122.28          50
128                   159.70            101.32            178.42          50
256                   163.78            103.35            183.40          50
512                   169.11            106.27            189.40          50
1024                  176.36            110.20            197.84          50
2048                  194.02            120.44            217.66          50
4096                  197.57            128.34            217.95          50
8192                  195.55            126.32            216.15          50
16384                 200.28            130.11            220.21          50
32768                 216.06            203.45            226.43          50
65536                 258.34            245.68            269.67          50
131072                325.24            313.26            335.67          50
262144                456.98            443.28            469.28          50
524288                510.39            496.63            524.13          50
1048576               611.55            598.01            626.64          50
2097152               654.70            623.79            688.67          50
4194304               916.47            844.71           1002.23          50
8388608              1677.69           1546.77           1767.73          50
16777216             2660.12           2511.61           2818.20          50
33554432             4399.02           4155.21           4627.92          50
67108864             5690.11           5468.06           5888.50          50
134217728            5838.13           5500.53           6061.85          50
268435456           12721.19          12362.45          12985.84          50
536870912           20429.15          19235.91          20655.11          50
1073741824          36168.99          33565.39          37611.14          50
