=== A_mpich_host : N=32 ranks=256 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      48.92             42.90             54.59          50
8                      48.62             43.48             55.01          50
16                     49.21             42.65             55.61          50
32                     48.19             43.51             54.41          50
64                     49.21             43.80             56.23          50
128                    50.09             44.82             56.46          50
256                    64.56             60.44             69.89          50
512                    65.28             60.05             71.11          50
1024                   93.23             88.87             96.93          50
2048                   94.19             90.47             98.20          50
4096                  100.93             95.22            105.25          50
8192                  109.62            103.94            114.60          50
16384                 123.31            117.54            127.99          50
32768                 144.02            138.43            150.10          50
65536                 175.16            167.36            181.98          50
131072                216.73            209.80            223.06          50
262144                302.34            284.35            314.49          50
524288                484.20            445.44            508.15          50
1048576               898.31            803.98            958.14          50
2097152              1773.32           1577.36           1934.58          50
4194304              3487.23           3084.43           3855.46          50
8388608              6706.45           6235.05           7250.59          50
16777216            11344.04          10935.51          11989.42          50
33554432            34332.39          33668.31          35457.08          50
