=== C_mpich_rccl : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     113.62             79.58            128.25          50
8                     100.84             68.28            115.10          50
16                     87.92             56.07            101.76          50
32                     88.20             56.17            102.12          50
64                     95.03             60.10            110.04          50
128                   144.60             88.42            164.74          50
256                   148.01             90.13            169.54          50
512                   152.70             93.04            174.79          50
1024                  159.47             96.47            182.93          50
2048                  172.46            105.07            197.33          50
4096                  176.44            110.59            199.24          50
8192                  175.69            111.36            197.88          50
16384                 179.61            113.69            201.21          50
32768                 195.82            182.65            205.59          50
65536                 227.54            212.39            238.30          50
131072                283.72            269.53            293.14          50
262144                391.70            376.00            403.94          50
524288                441.20            426.98            451.20          50
1048576               540.82            525.81            551.32          50
2097152               441.19            414.33            462.25          50
4194304               773.11            734.14            855.60          50
8388608              1742.11           1672.03           1834.74          50
16777216             1750.41           1679.47           1825.40          50
33554432             2282.87           2157.09           2503.37          50
67108864             4123.98           3888.36           4279.15          50
134217728            4507.16           4190.59           4816.13          50
268435456            9081.33           8806.86           9411.70          50
536870912           19683.20          18265.63          20195.65          50
1073741824          35986.15          32456.61          37116.60          50
