=== D_cray_gpuaware : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      29.06             26.60             31.36          50
8                      29.09             26.16             31.78          50
16                     29.02             25.95             31.39          50
32                     28.90             26.09             30.91          50
64                     29.16             27.18             31.15          50
128                    30.56             27.55             32.88          50
256                    50.92             47.88             53.35          50
512                    49.98             47.32             51.78          50
1024                   51.76             48.84             55.07          50
2048                   55.07             51.55             57.34          50
4096                   77.74             73.80             80.97          50
8192                  108.86            104.83            112.36          50
16384                 120.19            115.07            124.35          50
32768                 135.45            130.37            138.99          50
65536                 172.99            165.60            178.30          50
131072                288.76            283.14            293.28          50
262144                298.58            293.71            303.47          50
524288                331.64            325.68            337.67          50
1048576               377.23            369.02            383.60          50
2097152               455.25            448.04            461.42          50
4194304               598.59            591.91            604.53          50
8388608               889.96            877.49            907.05          50
16777216             1793.99           1780.93           1813.24          50
33554432             3680.93           3665.54           3704.04          50
67108864             8061.51           8047.44           8114.31          50
134217728           18595.24          18585.11          18613.74          50
268435456           32185.63          32166.51          32207.19          50
536870912           66220.94          66210.28          66241.20          50
1073741824         122985.81         122973.53         123006.51          50
