=== A_mpich_host : N=32 ranks=256 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      50.56             44.92             57.30          50
8                      50.23             44.23             56.61          50
16                     50.16             44.42             57.45          50
32                     50.01             44.39             56.70          50
64                     50.68             45.06             57.36          50
128                    52.38             46.30             59.28          50
256                    66.84             61.56             73.14          50
512                    68.23             63.82             74.85          50
1024                   95.86             91.21            101.19          50
2048                   97.58             92.83            102.71          50
4096                  103.34             97.93            109.63          50
8192                  110.98            105.95            117.98          50
16384                 126.12            120.58            134.53          50
32768                 146.73            141.22            156.45          50
65536                 177.58            170.88            190.33          50
131072                218.16            210.51            233.15          50
262144                302.91            286.90            321.02          50
524288                481.58            432.25            513.73          50
1048576               918.45            817.09            987.01          50
2097152              1807.99           1578.66           1976.88          50
4194304              3605.65           3200.47           3933.87          50
8388608              6726.18           6063.41           7278.25          50
16777216            11001.38          10648.62          11366.57          50
33554432            34463.33          33633.40          35731.96          50
