=== C_mpich_rccl : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     778.51            660.89           1119.76          50
8                     742.59            628.05           1076.73          50
16                    733.24            621.56           1071.18          50
32                    739.44            628.18           1074.88          50
64                    762.04            645.16           1092.16          50
128                   841.77            681.43           1175.92          50
256                   406.86            269.73            446.69          50
512                   429.42            293.33            471.36          50
1024                  456.65            312.09            497.62          50
2048                  484.05            331.33            527.88          50
4096                  443.50            315.92            506.48          50
8192                  424.51            248.78            486.04          50
16384                 432.36            277.87            493.14          50
32768                 453.05            373.84            510.79          50
65536                 529.98            456.13            598.29          50
131072                684.89            603.56            740.97          50
262144                972.17            881.17           1021.43          50
524288               1050.62            953.11           1102.17          50
1048576              1289.89           1186.66           1357.66          50
2097152              2040.53           1922.59           2100.28          50
4194304              3531.54           3393.53           3616.34          50
8388608              3973.51           3840.34           4076.74          50
16777216             5275.93           5045.47           5404.49          50
33554432             8301.83           8005.91           8557.14          50
67108864            11813.48          11131.80          12369.32          50
134217728           18035.08          17296.79          18610.87          50
268435456           22662.55          21760.63          23158.20          50
536870912           36961.55          35840.67          37581.59          50
1073741824          78861.40          77217.77          79337.46          50
