=== RCCL reference ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  124.38             88.02            145.74          30
2048                  125.72             86.03            146.87          30
4096                  121.50             82.02            141.69          30
8192                  122.89             84.82            143.52          30
16384                 116.15             79.48            133.95          30
32768                 133.29            126.98            139.58          30
65536                 150.59            144.24            154.78          30
131072                184.37            177.50            187.89          30
262144                251.40            244.71            257.82          30
