=== D_cray_gpuaware : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       9.76              9.37             10.13          50
8                       9.71              9.58              9.89          50
16                      9.68              9.53              9.91          50
32                      9.69              9.54              9.83          50
64                      9.87              9.59             10.21          50
128                    10.90             10.17             11.93          50
256                    21.47             20.65             22.58          50
512                    19.65             18.63             20.75          50
1024                   21.79             19.85             24.31          50
2048                   24.50             22.92             25.63          50
4096                   38.31             37.34             39.45          50
8192                   63.61             62.65             64.79          50
16384                  68.11             66.55             69.19          50
32768                  79.04             78.08             80.20          50
65536                 101.08             99.54            102.72          50
131072                171.96            171.22            172.99          50
262144                183.32            182.23            185.02          50
524288                212.62            211.46            213.98          50
1048576               243.98            242.34            245.41          50
2097152               303.79            302.53            304.87          50
4194304               425.82            424.63            426.93          50
8388608               684.60            683.69            685.57          50
16777216             1364.70           1363.77           1365.60          50
33554432             2735.28           2734.45           2736.14          50
67108864             5479.59           5478.58           5480.77          50
134217728           11043.82          11043.17          11044.68          50
268435456           22009.16          22008.35          22009.99          50
536870912           44596.34          44595.68          44596.95          50
1073741824          90261.31          90260.37          90262.34          50
