=== A_mpich_host : N=1024 ranks=8192 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      76.67             68.88             85.51          50
8                      76.71             67.94             85.71          50
16                     85.22             78.43             93.33          50
32                     76.58             69.22             85.68          50
64                     88.71             74.41             97.25          50
128                    80.51             73.08             90.80          50
256                   105.18             95.06            121.37          50
512                   107.28             96.93            122.73          50
1024                  108.86             98.96            124.60          50
2048                  112.59            101.65            129.19          50
4096                  118.16            106.65            136.61          50
8192                  140.28            127.68            165.17          50
16384                 193.75            158.57            393.11          50
32768                 319.02            302.74            364.25          50
65536                 494.22            475.24            601.38          50
131072               1075.62           1054.35           1221.88          50
262144               1883.28           1844.02           2001.58          50
524288               2961.74           2894.87           3060.84          50
1048576              3824.05           3685.65           4001.09          50
2097152              5140.02           4887.49           5388.66          50
4194304              7323.11           6814.57           7839.80          50
8388608             10618.54          10075.79          11180.17          50
16777216            14479.16          14031.67          15026.42          50
33554432            46005.51          44907.75          47353.37          50
