=== C_mpich_rccl : N=1024 ranks=8192 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     170.38            114.12            186.10          50
8                     164.72            108.87            180.08          50
16                    152.21             97.32            167.15          50
32                    150.41             95.46            165.13          50
64                    166.60            105.32            182.40          50
128                   248.33            148.28            276.18          50
256                   255.13            152.93            311.71          50
512                   264.08            158.12            292.68          50
1024                  280.09            168.87            309.54          50
2048                  305.82            180.51            336.97          50
4096                  310.80            188.47            339.92          50
8192                  313.99            192.94            344.28          50
16384                 313.57            190.61            374.38          50
32768                 333.70            304.17            353.61          50
65536                 394.11            375.05            414.58          50
131072                502.65            482.94            522.36          50
262144                756.15            731.78            778.27          50
524288                795.46            774.42            818.69          50
1048576               961.64            938.83            988.62          50
2097152              1300.00           1255.58           1325.62          50
4194304              2721.79           2586.13           2760.19          50
8388608              3296.61           3160.57           3413.21          50
16777216             4115.36           3960.51           4231.37          50
33554432             7252.51           7001.25           7442.10          50
67108864             9140.56           8870.57           9429.58          50
134217728           15413.05          14757.28          15821.56          50
268435456           18882.24          18155.86          19150.39          50
536870912           32810.00          31854.59          33066.89          50
1073741824          43862.18          42154.09          44269.09          50
