=== D_kernel0 sweep : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      34.49             32.15             37.72          20
8                      34.19             32.36             35.75          20
16                     34.23             29.29             41.70          20
32                     34.46             31.40             37.21          20
64                     34.91             29.99             39.39          20
128                    36.26             34.01             38.53          20
256                    62.56             60.47             65.87          20
512                    60.34             58.15             62.49          20
1024                   61.35             58.09             65.53          20
2048                   68.16             62.49             72.49          20
4096                   91.16             87.03             93.91          20
8192                  127.82            124.25            131.16          20
16384                 134.14            130.34            138.01          20
32768                 148.64            143.41            152.72          20
65536                 177.06            172.54            181.29          20
131072                259.49            252.53            269.02          20
262144                311.50            299.52            320.16          20
524288                615.25            582.43            636.56          20
1048576               949.54            908.67            971.93          20
2097152              1867.24           1819.90           1890.49          20
4194304              3623.36           3573.71           3644.07          20
8388608              8671.43           8625.31           8692.04          20
16777216            31237.04          31182.85          31343.43          20
33554432            32093.67          32046.97          32114.91          20
67108864            56695.05          56650.61          56717.26          20
134217728          113144.90         113098.85         113165.43          20
268435456          226336.26         226293.64         226355.50          20
536870912          452453.71         452410.86         452474.07          20
1073741824         905035.38         904993.07         905055.49          20
2147483648        1729153.52        1729112.15        1729171.18          20
4294967296        3494980.51        3494933.92        3495002.59          20
