=== A_mpich_host : N=256 ranks=2048 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      66.12             59.84             72.70          50
8                      66.05             60.08             73.02          50
16                     66.06             59.97             72.13          50
32                     66.31             59.72             72.72          50
64                     66.46             58.84             73.20          50
128                    69.01             60.53             77.55          50
256                    89.23             80.88            106.38          50
512                    91.88             83.69            108.91          50
1024                   93.55             85.61            110.97          50
2048                   96.39             87.27            115.31          50
4096                  102.66             94.50            122.85          50
8192                  145.42            136.45            164.41          50
16384                 164.46            152.83            187.52          50
32768                 191.75            176.17            218.35          50
65536                 230.80            213.38            256.59          50
131072                302.82            283.13            333.11          50
262144                416.83            387.14            461.12          50
524288                642.61            584.21            859.97          50
1048576               992.62            902.12           1101.21          50
2097152              1897.03           1680.06           2032.42          50
4194304              3825.31           3419.03           4219.58          50
8388608              8427.50           7871.63           9062.52          50
16777216            14454.60          14009.97          15119.12          50
33554432            46712.50          45433.50          48332.89          50
