=== D_cray_gpuaware : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      43.19             39.93             46.44          50
8                      43.19             40.14             45.99          50
16                     42.92             39.75             45.80          50
32                     43.48             39.50             46.63          50
64                     43.85             40.48             47.19          50
128                    46.69             42.11             50.32          50
256                    74.25             71.09             78.03          50
512                    73.71             70.88             77.66          50
1024                   76.19             72.49             81.31          50
2048                   80.20             76.53             84.51          50
4096                   82.48             78.82             87.96          50
8192                  142.47            137.97            147.48          50
16384                 152.11            147.68            157.69          50
32768                 167.90            163.99            173.74          50
65536                 202.80            194.79            211.67          50
131072                374.95            370.72            381.19          50
262144                397.43            393.49            403.09          50
524288                433.28            427.05            440.79          50
1048576               474.59            467.32            482.68          50
2097152               559.47            551.83            566.91          50
4194304               736.23            728.80            743.85          50
8388608              1277.03           1244.39           1372.77          50
16777216             3601.15           3579.67           3641.42          50
33554432            11339.21          11281.69          11420.06          50
67108864            15673.21          15653.97          15738.35          50
134217728           18813.62          18800.20          18846.08          50
268435456           80857.29          80829.02          81067.64          50
536870912           86391.82          86349.79          86452.46          50
1073741824         190502.60         190490.27         190589.79          50
