=== A_mpich_host : N=1 ranks=8 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      22.62             13.64             42.73          50
8                      16.95             13.73             20.13          50
16                     17.02             13.75             20.27          50
32                     27.66             24.95             30.31          50
64                     28.20             25.53             30.84          50
128                    27.42             24.79             30.05          50
256                    28.24             25.57             30.92          50
512                    27.88             25.20             30.64          50
1024                   28.10             25.43             30.84          50
2048                   30.11             27.26             32.84          50
4096                   30.03             27.33             32.69          50
8192                   31.70             29.09             34.35          50
16384                  39.32             36.88             41.87          50
32768                  51.12             48.71             53.90          50
65536                  69.88             67.76             72.35          50
131072                 97.66             95.37            100.28          50
262144                162.10            158.48            166.02          50
524288                283.50            258.13            303.49          50
1048576               539.83            501.29            597.09          50
2097152              1087.74           1005.26           1177.74          50
4194304              2120.53           1981.30           2248.64          50
8388608              4076.84           3778.27           4296.88          50
16777216             7945.34           7812.51           8112.49          50
33554432            29376.79          29156.96          29536.82          50
