=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  525.66            475.94            627.29          30
2048                  538.95            493.55            638.90          30
4096                  557.69            510.54            656.58          30
8192                  964.70            927.20           1041.08          30
16384                 977.05            944.21           1054.52          30
32768                 987.36            955.68           1056.84          30
65536                 996.22            943.55           1068.39          30
131072                425.80            411.83            442.35          30
262144                654.73            597.15            687.01          30
524288                668.94            632.08            688.56          30
1048576               751.25            735.72            765.71          30
2097152               825.51            784.53            859.26          30
4194304              1605.00           1533.94           1681.55          30
8388608              2419.42           2315.78           2551.97          30
16777216             3838.36           3696.41           3974.44          30
33554432             5868.50           5672.12           5968.15          30
67108864             7457.74           7227.17           7584.46          30
134217728            9727.18           9226.61           9960.95          30
268435456           15160.85          14499.37          15489.03          30
