=== D_blk128 sweep : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      44.46             39.41            103.48          10
8                      43.52             38.80             48.50          10
16                     43.16             39.36             47.02          10
32                     43.45             39.47             47.51          10
64                     44.49             40.51             49.50          10
128                    47.28             41.92             52.18          10
256                    78.20             72.88             83.51          10
512                    80.98             76.47             85.18          10
1024                   78.76             74.40             84.09          10
2048                   86.81             78.38             93.66          10
4096                   84.67             79.55             89.09          10
8192                  159.18            152.44            167.16          10
16384                 156.29            150.32            162.95          10
32768                 170.43            164.16            176.75          10
65536                 202.92            196.74            210.95          10
131072                393.88            388.53            400.72          10
262144                407.48            400.70            418.63          10
524288                448.62            436.66            467.59          10
1048576               489.61            479.14            502.01          10
2097152               568.79            556.22            583.77          10
4194304               713.93            704.47            725.18          10
8388608              1008.14            994.95           1021.00          10
16777216             1622.15           1602.46           1644.19          10
33554432             2848.15           2821.93           2874.69          10
67108864             5329.62           5291.09           5380.25          10
134217728           10455.37          10373.63          10595.31          10
268435456           21019.34          20970.72          21121.46          10
536870912           42165.21          42106.38          42253.72          10
1073741824          84680.29          84615.14          84765.25          10
2147483648         168948.13         168885.76         169082.70          10
4294967296         374022.54         373949.18         374206.16          10
