=== C_mpich_rccl : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     133.63             90.76            149.16          50
8                     122.59             80.02            137.59          50
16                    109.80             68.17            124.44          50
32                    110.41             68.30            125.10          50
64                    120.35             73.53            135.98          50
128                   182.07            106.49            204.18          50
256                   187.05            109.76            210.24          50
512                   194.28            115.14            217.58          50
1024                  202.73            119.92            227.57          50
2048                  224.48            132.86            251.52          50
4096                  228.70            141.66            253.60          50
8192                  226.37            140.18            250.42          50
16384                 229.88            142.80            253.57          50
32768                 249.41            239.77            262.22          50
65536                 292.46            282.62            304.81          50
131072                371.56            362.10            383.30          50
262144                523.82            511.11            538.59          50
524288                575.37            562.84            588.66          50
1048576               710.78            668.33            752.72          50
2097152               665.65            637.95            695.56          50
4194304               923.64            873.19            984.20          50
8388608              1889.71           1798.72           1972.51          50
16777216             2525.97           2425.59           2632.11          50
33554432             5070.24           4856.37           5187.57          50
67108864             7160.80           6872.32           7267.25          50
134217728            7891.23           7406.18           8152.00          50
268435456           11138.67          10655.69          11465.46          50
536870912           21000.17          19781.09          21367.20          50
1073741824          36498.33          33917.48          37316.25          50
