=== A_mpich_host : N=128 ranks=1024 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.77             53.16             67.01          50
8                      59.82             53.46             67.12          50
16                     60.28             52.90             67.25          50
32                     59.99             53.08             67.75          50
64                     60.27             54.47             67.29          50
128                    62.41             55.13             69.91          50
256                    80.18             75.71             85.95          50
512                    81.39             76.59             88.48          50
1024                   82.88             77.59             89.49          50
2048                   85.99             81.44             92.24          50
4096                  121.04            115.90            129.89          50
8192                  128.86            123.62            137.44          50
16384                 144.05            139.33            150.34          50
32768                 163.57            157.82            172.72          50
65536                 200.27            193.44            209.41          50
131072                246.75            236.74            256.54          50
262144                338.59            317.42            359.01          50
524288                524.35            480.98            561.61          50
1048576               960.08            855.62           1055.62          50
2097152              1847.55           1630.79           2040.14          50
4194304              3612.45           3133.42           4024.11          50
8388608              6738.15           6219.43           7266.56          50
16777216            11705.18          11302.35          12409.20          50
33554432            35317.00          34477.89          36470.13          50
