=== D_blk64 sweep : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.47             12.92             14.09          20
8                      13.71             13.23             14.47          20
16                     13.29             12.73             13.97          20
32                     13.39             12.87             13.97          20
64                     13.39             12.88             13.83          20
128                    14.93             14.22             15.60          20
256                    27.92             26.14             30.12          20
512                    26.95             25.71             28.43          20
1024                   27.91             25.28             31.64          20
2048                   35.56             30.34             39.21          20
4096                   48.33             46.42             50.37          20
8192                   77.81             75.85             80.47          20
16384                  80.75             79.10             82.45          20
32768                  91.23             89.52             92.45          20
65536                 114.30            112.29            116.27          20
131072                207.61            205.42            211.53          20
262144                224.46            222.33            227.37          20
524288                247.52            244.97            250.03          20
1048576               280.93            277.69            284.58          20
2097152               345.61            341.19            349.79          20
4194304               479.29            476.91            482.13          20
8388608               744.93            741.84            748.25          20
16777216             1335.30           1331.24           1338.32          20
33554432             2481.28           2479.37           2483.57          20
67108864             4841.83           4836.09           4844.97          20
134217728            9705.89           9692.01           9718.52          20
268435456           19419.63          19412.28          19424.47          20
536870912           38824.83          38808.83          38838.08          20
1073741824          77830.78          77825.33          77836.38          20
2147483648         155577.67         155568.60         155582.87          20
4294967296         314228.89         314223.79         314237.36          20
