=== D_kernel0 sweep : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.79             13.22             14.34          20
8                      14.00             13.20             14.86          20
16                     13.61             13.15             13.98          20
32                     13.59             13.06             13.98          20
64                     13.74             13.41             14.13          20
128                    14.86             14.28             15.85          20
256                    28.45             26.81             30.54          20
512                    27.22             25.95             28.52          20
1024                   27.78             25.53             31.12          20
2048                   36.20             30.83             39.56          20
4096                   48.52             47.19             49.86          20
8192                   77.77             76.23             79.25          20
16384                  81.27             80.08             82.98          20
32768                  92.37             91.13             94.27          20
65536                 114.02            111.96            115.50          20
131072                156.97            153.52            159.43          20
262144                243.48            236.30            249.21          20
524288                418.67            393.60            430.81          20
1048576               794.25            773.87            808.93          20
2097152              1581.17           1557.90           1594.82          20
4194304              3078.85           3056.59           3093.70          20
8388608              6105.19           6073.25           6121.79          20
16777216            12258.41          12227.22          12276.81          20
33554432            27893.01          27856.85          27910.58          20
67108864            48823.53          48789.97          48840.96          20
134217728           96703.42          96670.41          96721.92          20
268435456          193407.92         193374.98         193422.69          20
536870912          386279.09         386247.75         386297.88          20
1073741824         772378.58         772339.53         772393.91          20
2147483648        1546825.27        1546789.64        1546840.60          20
4294967296        3094716.59        3094674.01        3094733.56          20
