=== C_mpich_rccl : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     154.59            106.99            171.00          50
8                     143.69             97.30            159.15          50
16                    200.75            134.43            215.64          50
32                    131.65             86.28            146.41          50
64                    144.49             92.64            160.67          50
128                   221.60            136.86            248.94          50
256                   226.59            140.00            253.27          50
512                   234.56            145.03            261.48          50
1024                  245.19            150.73            272.88          50
2048                  268.98            162.50            302.54          50
4096                  273.46            169.16            304.50          50
8192                  277.45            174.34            307.92          50
16384                 277.43            173.24            307.78          50
32768                 297.10            275.96            322.67          50
65536                 347.48            329.27            371.33          50
131072                449.23            429.98            471.29          50
262144                660.94            641.30            684.22          50
524288                703.27            681.72            731.13          50
1048576               882.39            854.79            907.44          50
2097152              1199.15           1142.33           1228.94          50
4194304              2082.68           1984.94           2178.63          50
8388608              2831.81           2709.79           2907.26          50
16777216             4667.42           4490.65           4771.84          50
33554432             6978.53           6650.66           7067.59          50
67108864             8387.43           8110.59           8639.78          50
134217728           44963.50          44434.26          45194.42          50
268435456           17204.79          16468.82          17553.03          50
536870912           24008.08          23009.91          24409.50          50
1073741824          38620.44          37397.52          39499.72          50
