=== C_mpich_rccl : N=2048 ranks=16384 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     400.18            332.86            513.82          50
8                     221.73            151.49            245.35          50
16                    232.28            150.21            259.13          50
32                    232.62            151.01            259.76          50
64                    235.95            164.44            261.77          50
128                   317.32            213.68            351.36          50
256                   306.94            200.00            340.36          50
512                   305.47            194.06            337.60          50
1024                  314.62            197.26            347.07          50
2048                  338.15            206.03            371.65          50
4096                  411.31            289.02            452.05          50
8192                  395.29            266.88            444.91          50
16384                 410.73            276.09            458.63          50
32768                 423.20            335.06            469.94          50
65536                 490.40            398.47            531.29          50
131072                614.21            515.23            649.89          50
262144                884.77            786.21            923.27          50
524288                940.62            886.98            977.02          50
1048576              1090.23           1036.48           1119.76          50
2097152              1651.49           1566.56           1692.67          50
4194304              2975.19           2866.84           3039.85          50
8388608              3452.42           3328.95           3521.74          50
16777216             4595.71           4314.95           4947.38          50
33554432             7604.75           7336.15           7748.24          50
67108864             9837.93           9325.94          10362.04          50
134217728           17139.22          16350.13          17577.94          50
268435456           19680.95          18792.51          20128.30          50
536870912           35174.32          33788.08          35601.83          50
1073741824          47221.78          45829.30          47825.85          50
