=== D_blk64 sweep : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      23.34             20.74             26.25          20
8                      22.71             20.73             25.08          20
16                     22.62             20.81             24.90          20
32                     22.87             20.94             25.11          20
64                     22.99             20.53             25.35          20
128                    23.96             22.59             25.78          20
256                    44.73             40.04             48.06          20
512                    43.57             39.46             46.43          20
1024                   43.39             38.28             47.92          20
2048                   51.36             44.06             55.71          20
4096                   69.13             61.54             73.07          20
8192                  100.62             92.45            105.16          20
16384                 108.57            101.67            113.12          20
32768                 123.25            114.40            128.41          20
65536                 145.96            137.34            151.05          20
131072                258.18            252.42            263.02          20
262144                273.83            269.70            278.33          20
524288                305.12            296.49            312.28          20
1048576               341.22            332.08            347.21          20
2097152               419.13            407.36            426.57          20
4194304               556.10            546.66            562.68          20
8388608               835.22            816.70            856.19          20
16777216             1426.15           1410.29           1461.79          20
33554432             2591.01           2561.11           2634.87          20
67108864             4986.19           4956.53           5017.98          20
134217728           10010.89           9979.40          10054.69          20
268435456           20118.11          20092.30          20166.94          20
536870912           40248.08          40213.65          40277.69          20
1073741824          80571.42          80545.84          80630.82          20
2147483648         163572.03         163500.79         163628.57          20
4294967296         325010.16         324982.07         325058.38          20
