=== C_mpich_rccl : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      86.95             67.07             98.42          50
8                      77.12             58.03             88.01          50
16                     65.40             46.96             76.08          50
32                     65.88             47.28             76.52          50
64                     69.57             49.53             81.02          50
128                    95.98             65.09            111.90          50
256                    98.18             66.48            114.39          50
512                   101.64             68.85            118.31          50
1024                  105.44             71.09            122.65          50
2048                  113.85             76.47            132.14          50
4096                  117.98             83.95            135.21          50
8192                  119.89             85.06            139.51          50
16384                 117.49             83.53            134.91          50
32768                 133.24            128.50            140.90          50
65536                 150.49            146.20            155.46          50
131072                184.64            179.64            189.77          50
262144                251.50            246.08            256.49          50
524288                295.35            288.57            300.20          50
1048576               384.94            378.52            391.30          50
2097152               319.81            307.35            335.74          50
4194304               404.01            383.39            430.50          50
8388608               614.70            554.40            680.64          50
16777216              940.74            914.31            968.40          50
33554432             1395.20           1338.83           1451.23          50
67108864             2600.24           2476.02           2683.82          50
134217728            3758.29           3640.04           3963.46          50
268435456            5761.20           5732.30           5793.41          50
536870912           12593.23          12415.66          12964.35          50
1073741824          25898.67          25418.63          26857.57          50
