=== D_cray_gpuaware : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      18.13             16.96             19.16          50
8                      18.10             16.87             19.35          50
16                     18.04             16.54             19.57          50
32                     18.05             16.64             19.47          50
64                     18.18             17.29             19.25          50
128                    18.87             18.35             19.63          50
256                    35.16             34.28             36.15          50
512                    34.20             33.05             35.58          50
1024                   35.60             33.74             38.05          50
2048                   38.95             37.62             40.42          50
4096                   58.55             57.50             59.72          50
8192                   87.55             85.89             89.50          50
16384                  97.66             95.59             99.33          50
32768                 107.56            106.11            110.01          50
65536                 129.96            127.77            132.56          50
131072                221.73            219.30            225.51          50
262144                235.52            233.73            237.48          50
524288                266.78            265.11            268.57          50
1048576               309.00            307.85            310.31          50
2097152               383.37            381.05            385.24          50
4194304               509.35            507.12            511.71          50
8388608               789.81            786.96            793.29          50
16777216             1583.60           1580.50           1588.18          50
33554432             3173.45           3170.78           3176.26          50
67108864             6377.12           6374.64           6383.00          50
134217728           12812.10          12807.22          12819.41          50
268435456           26310.56          26307.01          26313.47          50
536870912           54961.67          54959.43          54963.98          50
1073741824         105073.19         104989.70         105207.93          50
