=== C_mpich_rccl : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     133.40             91.52            149.98          50
8                     126.17             84.38            142.28          50
16                    113.68             72.75            129.05          50
32                    113.29             71.86            128.89          50
64                    131.60             85.45            148.68          50
128                   186.93            112.20            209.48          50
256                   192.39            115.76            216.00          50
512                   199.08            120.04            224.11          50
1024                  208.79            125.53            234.70          50
2048                  229.26            138.46            256.29          50
4096                  233.54            147.90            257.74          50
8192                  230.06            142.15            255.30          50
16384                 234.16            145.49            257.01          50
32768                 250.29            236.48            261.69          50
65536                 294.62            278.84            304.71          50
131072                373.50            357.90            383.57          50
262144                525.59            511.37            537.90          50
524288                578.32            564.49            591.36          50
1048576               683.17            671.38            695.86          50
2097152               681.58            647.99            735.40          50
4194304              1037.74            990.71           1099.93          50
8388608              1962.57           1860.08           2058.21          50
16777216             2244.73           2134.01           2375.90          50
33554432             4775.62           4609.30           4895.82          50
67108864             6662.84           6438.86           6793.53          50
134217728            7300.97           6845.01           7691.41          50
268435456           11575.93          11108.37          11942.71          50
536870912           22515.96          21482.84          22920.01          50
1073741824          37280.18          36272.46          38192.58          50
