=== D_blk64 sweep : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      13.24             12.83             13.69          20
8                      13.31             12.44             14.47          20
16                     13.32             12.12             14.59          20
32                     13.20             12.55             14.00          20
64                     13.25             13.05             13.59          20
128                    14.07             12.80             15.53          20
256                    30.37             28.95             32.43          20
512                    28.66             26.66             30.09          20
1024                   28.68             26.61             31.86          20
2048                   35.29             30.74             39.17          20
4096                   50.26             48.77             52.28          20
8192                   78.67             77.35             80.03          20
16384                  83.23             81.46             85.40          20
32768                  93.06             92.23             94.33          20
65536                 114.73            112.42            118.31          20
131072                192.30            189.70            194.09          20
262144                211.71            209.54            214.48          20
524288                234.52            232.79            237.11          20
1048576               271.65            270.63            272.98          20
2097152               331.75            330.41            332.86          20
4194304               452.49            451.14            454.08          20
8388608               726.20            724.84            727.32          20
16777216             1251.77           1247.29           1259.10          20
33554432             2368.45           2341.74           2398.75          20
67108864             4680.69           4628.01           4736.21          20
134217728            9515.48           9473.01           9560.94          20
268435456           19142.13          19102.16          19183.01          20
536870912           38393.79          38360.60          38429.26          20
1073741824          76965.85          76931.44          77002.51          20
2147483648         154124.16         154079.93         154168.65          20
4294967296         308242.38         308207.03         308277.89          20
