=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  235.38            230.66            240.36          30
2048                  235.97            231.33            240.63          30
4096                  239.86            234.99            244.80          30
8192                  239.66            235.15            244.52          30
16384                 249.23            243.59            254.91          30
32768                 249.34            245.18            253.16          30
65536                 253.29            248.82            257.98          30
131072                 58.17             55.75             61.21          30
262144                 92.59             88.59             96.50          30
524288                114.80            107.73            120.44          30
1048576               125.82            119.53            130.71          30
2097152               149.56            142.30            154.86          30
4194304               197.46            190.68            203.25          30
8388608               288.11            275.49            296.09          30
16777216              302.88            300.50            305.56          30
33554432              508.67            504.25            515.82          30
67108864              923.77            911.34            941.25          30
134217728            1759.19           1732.05           1798.01          30
268435456            3425.30           3368.39           3505.26          30
