=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      60.42             57.98             64.43          50
8                      54.62             51.82             57.95          50
16                     42.88             39.01             45.58          50
32                     42.83             39.05             45.50          50
64                     42.81             38.96             45.54          50
128                    43.06             39.15             45.75          50
256                    43.50             39.50             46.06          50
512                    44.44             40.37             46.88          50
1024                   45.16             41.33             47.58          50
2048                   46.26             42.54             48.91          50
4096                   47.49             43.50             50.95          50
8192                   52.32             48.54             56.20          50
16384                  57.93             55.22             60.94          50
32768                  57.54             53.98             59.77          50
65536                  57.46             53.56             60.17          50
131072                 58.60             54.58             61.08          50
262144                 93.19             90.69             96.68          50
524288                115.32            109.67            120.52          50
1048576               126.48            121.61            130.39          50
2097152               150.72            145.71            155.06          50
4194304               198.08            192.27            202.73          50
8388608               291.31            281.17            299.43          50
16777216              305.76            303.30            309.43          50
33554432              510.79            506.84            518.14          50
67108864              927.24            916.65            945.77          50
134217728            1764.46           1740.15           1804.35          50
268435456            3434.68           3378.38           3520.79          50
536870912            6880.07           6774.42           7011.89          50
1073741824          13792.60          13680.52          13943.35          50
