=== D_blk64 sweep : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      42.57             40.42             71.25          20
8                      42.69             40.26             45.93          20
16                     42.57             39.97             44.78          20
32                     42.01             39.59             44.55          20
64                     42.80             40.01             45.22          20
128                    45.99             42.66             49.25          20
256                    75.10             71.23             79.65          20
512                    74.27             71.59             77.45          20
1024                   76.35             72.26             81.62          20
2048                   82.48             75.14             87.92          20
4096                   82.35             79.09             86.93          20
8192                  150.57            144.57            157.70          20
16384                 151.09            146.17            158.52          20
32768                 167.20            161.33            176.43          20
65536                 196.06            190.86            203.05          20
131072                383.55            378.29            390.77          20
262144                397.37            392.35            406.32          20
524288                436.10            429.01            446.98          20
1048576               475.25            465.76            489.68          20
2097152               558.67            550.09            569.34          20
4194304               701.43            692.22            716.08          20
8388608               996.09            983.07           1015.30          20
16777216             1610.05           1590.72           1643.65          20
33554432             2835.91           2807.21           2876.56          20
67108864             5317.09           5286.84           5363.02          20
134217728           10661.82          10632.73          10715.92          20
268435456           21374.05          21345.97          21424.25          20
536870912           44684.37          44649.79          44871.71          20
1073741824         110400.38         110273.09         110517.83          20
2147483648         173098.49         173071.20         173143.73          20
4294967296         343534.82         343506.59         343574.73          20
