=== C_mpich_rccl : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      78.92             65.57             87.27          50
8                      68.14             55.24             76.33          50
16                     55.56             43.17             63.46          50
32                     55.87             43.34             63.84          50
64                     60.15             46.10             68.97          50
128                    68.65             51.16             78.95          50
256                    71.28             53.03             81.64          50
512                    74.57             55.54             85.47          50
1024                   78.11             57.55             89.81          50
2048                   85.67             62.39             98.61          50
4096                   94.26             72.73            107.38          50
8192                   93.78             72.97            106.48          50
16384                  91.41             70.08            103.84          50
32768                 104.96             98.52            111.77          50
65536                 123.12            117.53            129.17          50
131072                158.68            152.40            164.08          50
262144                227.59            220.13            232.93          50
524288                271.95            263.66            278.41          50
1048576               364.41            356.31            371.61          50
2097152               296.38            281.62            318.59          50
4194304               401.16            359.98            438.86          50
8388608               602.67            540.89            638.42          50
16777216              759.77            708.26            819.54          50
33554432             1197.18           1107.20           1258.09          50
67108864             2138.93           1980.96           2214.07          50
134217728            3665.62           3608.17           3743.38          50
268435456            5762.12           5731.98           5792.52          50
536870912           11414.80          11342.20          11475.02          50
1073741824          22762.82          22623.55          22895.42          50
