=== D_cray_gpuaware : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      38.62             36.66             41.08          50
8                      38.48             36.46             40.58          50
16                     38.46             36.06             41.23          50
32                     38.58             36.54             41.13          50
64                     38.77             36.53             41.37          50
128                    40.84             38.86             43.44          50
256                    67.08             64.00             69.93          50
512                    66.69             63.76             69.26          50
1024                   68.77             63.98             72.86          50
2048                   71.93             67.98             75.11          50
4096                   98.12             92.80            103.86          50
8192                  131.92            127.06            137.75          50
16384                 141.05            136.18            146.98          50
32768                 156.61            151.93            162.39          50
65536                 184.30            179.41            190.51          50
131072                347.92            342.84            353.14          50
262144                364.66            361.00            369.59          50
524288                397.02            390.73            406.10          50
1048576               441.66            435.89            450.25          50
2097152               520.84            514.73            528.10          50
4194304               669.30            662.17            678.46          50
8388608               962.33            952.22            977.58          50
16777216             2106.75           2081.60           2137.18          50
33554432             9652.25           9623.09           9710.18          50
67108864            15482.18          15443.59          15527.15          50
134217728           18400.03          18391.54          18416.99          50
268435456           61056.65          61033.56          61252.58          50
536870912           68217.79          68210.62          68229.77          50
1073741824         138657.00         138648.09         138670.08          50
