=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  435.31            392.76            525.54          30
2048                  765.63            736.81            832.38          30
4096                  731.62            715.75            753.31          30
8192                  748.49            731.56            766.23          30
16384                 758.49            742.59            774.08          30
32768                 780.12            765.11            798.81          30
65536                 793.34            779.81            809.08          30
131072                338.49            326.96            350.89          30
262144                458.39            446.84            467.86          30
524288                533.37            521.54            542.56          30
1048576               612.01            600.44            622.20          30
2097152               498.28            474.83            564.86          30
4194304               743.18            705.49            813.51          30
8388608              1346.73           1291.69           1429.27          30
16777216             2558.52           2443.45           2681.06          30
33554432             3815.37           3638.92           4008.58          30
67108864             4961.78           4812.99           5034.74          30
134217728            5875.13           5550.25           6067.42          30
268435456           10568.68           9970.20          11159.48          30
