=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  483.00            469.72            501.88          30
2048                  468.92            459.10            485.25          30
4096                  473.48            462.10            490.59          30
8192                  484.26            476.49            498.14          30
16384                 496.77            485.22            511.18          30
32768                 499.24            490.88            513.13          30
65536                 506.28            498.77            518.82          30
131072                160.42            155.05            167.35          30
262144                227.46            221.33            234.30          30
524288                272.01            265.93            278.66          30
1048576               364.30            356.59            370.55          30
2097152               292.64            278.70            308.03          30
4194304               375.25            357.39            392.88          30
8388608               641.06            580.49            674.28          30
16777216              736.19            704.79            767.81          30
33554432             1268.59           1178.23           1331.77          30
67108864             2468.18           2315.35           2525.83          30
134217728            3572.28           3446.33           3678.17          30
268435456            5752.81           5728.81           5785.24          30
