=== A_mpich_host : N=128 ranks=1024 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.74             53.49             66.12          50
8                      59.77             53.47             65.99          50
16                     59.74             53.01             66.15          50
32                     60.00             52.82             66.48          50
64                     60.24             54.13             66.53          50
128                    62.37             55.86             68.80          50
256                    80.65             75.89             87.43          50
512                    81.51             76.77             86.69          50
1024                   82.99             77.79             88.51          50
2048                   86.44             81.58             92.44          50
4096                  122.19            116.89            128.77          50
8192                  129.71            123.78            137.66          50
16384                 143.74            137.07            151.55          50
32768                 168.05            160.53            176.93          50
65536                 204.57            196.21            214.32          50
131072                247.10            234.93            258.52          50
262144                341.55            321.19            356.38          50
524288                525.25            477.95            552.79          50
1048576               953.96            844.72           1025.00          50
2097152              1787.68           1563.83           1974.17          50
4194304              3690.66           3210.92           4070.30          50
8388608              6937.35           6437.11           7629.84          50
16777216            12024.90          11679.82          12527.80          50
33554432            35601.96          34790.44          36732.61          50
