=== C_mpich_rccl : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     132.76             91.82            146.59          50
8                     122.75             82.36            136.81          50
16                    109.95             70.08            123.23          50
32                    109.97             69.84            123.50          50
64                    120.25             75.45            134.76          50
128                   181.76            108.93            204.64          50
256                   186.58            111.79            210.42          50
512                   193.20            116.06            217.94          50
1024                  201.69            120.74            227.24          50
2048                  222.29            133.32            250.29          50
4096                  228.04            140.29            253.80          50
8192                  226.03            139.21            252.70          50
16384                 229.78            142.38            253.75          50
32768                 247.12            234.81            260.52          50
65536                 289.60            274.45            302.45          50
131072                368.61            354.97            381.11          50
262144                520.87            503.44            534.75          50
524288                576.13            561.10            592.46          50
1048576               692.48            671.23            706.02          50
2097152               736.90            698.11            801.56          50
4194304              1232.31           1172.40           1298.72          50
8388608              2218.41           2083.58           2348.35          50
16777216             2827.02           2693.64           2939.85          50
33554432             5507.78           5166.88           5857.79          50
67108864             7752.67           7428.03           7914.26          50
134217728            6553.51           6042.79           6890.29          50
268435456           13808.62          13171.07          14304.40          50
536870912           20652.87          19291.89          21011.54          50
1073741824          37586.26          35311.68          38576.89          50
