=== C_mpich_rccl : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      70.96             55.99             81.84          50
8                      62.97             49.01             73.55          50
16                     50.81             37.39             61.37          50
32                     50.89             37.08             61.70          50
64                     53.53             38.96             64.86          50
128                    70.36             49.24             85.62          50
256                    72.28             50.72             87.58          50
512                    74.42             51.94             89.96          50
1024                   77.88             54.42             93.85          50
2048                   83.28             58.09            100.72          50
4096                   88.52             64.14            105.53          50
8192                   86.67             62.92            103.72          50
16384                  86.66             63.40            102.76          50
32768                 101.96             96.40            106.73          50
65536                 113.94            109.67            117.98          50
131072                136.21            131.07            141.25          50
262144                181.10            176.99            185.16          50
524288                220.09            216.09            224.11          50
1048576               302.06            295.65            306.25          50
2097152               258.59            248.24            268.11          50
4194304               332.62            324.53            344.79          50
8388608               498.41            486.91            511.46          50
16777216              663.31            645.96            679.12          50
33554432             1232.51           1205.49           1258.21          50
67108864             1893.16           1857.51           1923.62          50
134217728            3373.94           3276.45           3424.26          50
268435456            6147.65           5967.14           6403.41          50
536870912           12618.94          12212.93          13283.01          50
1073741824          25430.56          24687.87          26715.37          50
